flight_id,ArrivalTerminal,baggageID,boardGate,checkinTable,DepartureTerminal,flight_arr_actual_date,flight_arr_actual_full,flight_arr_actual_time,flight_arr_actual_UTC,flight_arr_estimated_date,flight_arr_estimated_full,flight_arr_estimated_time,flight_arr_estimated_UTC,flight_arr_scheduled_date,flight_arr_scheduled_full,flight_arr_scheduled_time,flight_arr_scheduled_UTC,flight_dep_actual_date,flight_dep_actual_full,flight_dep_actual_time,flight_dep_actual_UTC,flight_dep_estimated_date,flight_dep_estimated_full,flight_dep_estimated_time,flight_dep_estimated_UTC,flight_dep_scheduled_date,flight_dep_scheduled_full,flight_dep_scheduled_time,flight_dep_scheduled_UTC,flight_map_flag,flightArr,flightCarrier,flightDate,flightDep,flightNumber,flightStatus,flightTDOWN_date,flightTDOWN_full,flightTDOWN_time,flightTDOWN_UTC,flightTKOFF_date,flightTKOFF_full,flightTKOFF_time,flightTKOFF_UTC,lastUpdatedCache,prev_arrivalstation,prev_ata,prev_atd,prev_carrierCode,prev_departurestation,prev_eta,prev_etd,prev_flightnumber,prev_legcode,prev_sta,prev_std,recordLocator,rego,utcFlightArrival,utcFlightDepart
AK117_2024-11-13,,7,A110,G,,2025-06-02,2025-06-02 01:15:00,1:15 AM,2025-06-01 17:15:00,null,null,null,null,2025-06-02,2025-06-02 01:40:00,1:40 AM,2025-06-01 17:40:00,2025-06-01,2025-06-01 21:16:00,9:16 PM,2025-06-01 13:16:00,null,null,null,null,2025-06-01,2025-06-01 21:25:00,9:25 PM,2025-06-01 13:25:00,False,KUL,AK,2025-06-01,CAN,"""AK 117  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 17:31:10,CAN,2025-06-01T12:31:00,2025-06-01T08:25:00,AK,KUL,2025-06-01T12:39:00,null,"""116  ""","""  """,2025-06-01T12:20:00,2025-06-01T08:00:00,null,9M-VAA,2025-06-01 05:40:00,2025-06-01 13:25:00
AK428_2025-08-11_PKU_KUL,2,9,,,""" """,2025-06-01,2025-06-01 17:53:00,5:53 PM,2025-06-01 09:53:00,null,null,null,null,2025-06-01,2025-06-01 17:55:00,5:55 PM,2025-06-01 09:55:00,2025-06-01,2025-06-01 15:54:00,3:54 PM,2025-06-01 08:54:00,null,null,null,null,2025-06-01,2025-06-01 16:00:00,4:00 PM,2025-06-01 09:00:00,False,KUL,AK,2025-06-01,PKU,"""AK 428  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 10:01:09,PKU,2025-06-01T08:27:00,2025-06-01T07:37:00,AK,KUL,2025-06-01T08:30:00,null,"""429  ""","""  """,2025-06-01T08:35:00,2025-06-01T07:40:00,null,9M-AJD,2025-06-01 09:55:00,2025-06-01 09:00:00
AK6062_2025-11-25_KCH_BTU,""" """,,2,,""" """,2025-06-03,2025-06-03 13:07:00,1:07 PM,2025-06-03 05:07:00,null,null,null,null,2025-06-03,2025-06-03 13:20:00,1:20 PM,2025-06-03 05:20:00,2025-06-03,2025-06-03 12:20:00,12:20 PM,2025-06-03 04:20:00,null,null,null,null,2025-06-03,2025-06-03 12:30:00,12:30 PM,2025-06-03 04:30:00,False,BTU,AK,2025-06-03,KCH,"""AK 6062 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 05:11:16,KCH,2025-06-03T03:48:00,2025-06-03T03:03:00,AK,BTU,2025-06-03T03:53:00,null,"""6055 ""","""  """,2025-06-03T04:05:00,2025-06-03T03:15:00,null,9M-DAB,2025-06-03 05:20:00,2025-06-03 04:30:00
AK64_2025-03-21_CCU_KUL,2,10,,H,""" """,2025-06-02,2025-06-02 05:34:00,5:34 AM,2025-06-01 21:34:00,null,null,null,null,2025-06-02,2025-06-02 05:30:00,5:30 AM,2025-06-01 21:30:00,2025-06-01,2025-06-01 23:08:00,11:08 PM,2025-06-01 17:38:00,null,null,null,null,2025-06-01,2025-06-01 23:05:00,11:05 PM,2025-06-01 17:35:00,False,KUL,AK,2025-06-01,CCU,"""AK 64   """,Landed,null,null,null,null,null,null,null,null,2025-06-01 21:41:13,CCU,2025-06-01T16:56:00,2025-06-01T12:53:00,AK,KUL,2025-06-01T16:58:00,null,"""65   ""","""  """,2025-06-01T16:50:00,2025-06-01T12:55:00,null,9M-AJA,2025-06-01 09:30:00,2025-06-01 17:35:00
AK6438_2025-05-29_KUL_KBR,""" """,2,J11,"""S,T""",2,2025-06-03,2025-06-03 20:37:00,8:37 PM,2025-06-03 12:37:00,null,null,null,null,2025-06-03,2025-06-03 20:00:00,8:00 PM,2025-06-03 12:00:00,2025-06-03,2025-06-03 19:31:00,7:31 PM,2025-06-03 11:31:00,null,null,null,null,2025-06-03,2025-06-03 18:55:00,6:55 PM,2025-06-03 10:55:00,False,KBR,AK,2025-06-03,KUL,"""AK 6438 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 13:11:15,KUL,2025-06-03T10:55:00,2025-06-03T09:51:00,AK,TGG,2025-06-03T10:54:00,2025-06-03T09:52:00,"""6229 ""","""  """,2025-06-03T10:25:00,2025-06-03T09:20:00,null,9M-AQB,2025-06-03 12:00:00,2025-06-03 10:55:00
AK5219_2026-04-01_KCH_KUL,2,3,3,,""" """,2025-06-03,2025-06-03 01:03:00,1:03 AM,2025-06-02 17:03:00,null,null,null,null,2025-06-02,2025-06-02 23:55:00,11:55 PM,2025-06-02 15:55:00,2025-06-02,2025-06-02 23:13:00,11:13 PM,2025-06-02 15:13:00,null,null,null,null,2025-06-02,2025-06-02 22:10:00,10:10 PM,2025-06-02 14:10:00,False,KUL,AK,2025-06-02,KCH,"""AK 5219 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 17:11:25,KCH,2025-06-02T14:40:00,2025-06-02T12:44:00,AK,KUL,2025-06-02T14:42:00,2025-06-02T12:35:00,"""5218 ""","""  """,2025-06-02T13:45:00,2025-06-02T11:55:00,null,9M-AGJ,2025-06-02 03:55:00,2025-06-02 14:10:00
AK6414_2024-10-25,,F,G3,17-24,,2025-06-01,2025-06-01 13:07:00,1:07 PM,2025-06-01 05:07:00,null,null,null,null,2025-06-01,2025-06-01 13:15:00,1:15 PM,2025-06-01 05:15:00,2025-06-01,2025-06-01 11:56:00,11:56 AM,2025-06-01 03:56:00,null,null,null,null,2025-06-01,2025-06-01 12:05:00,12:05 PM,2025-06-01 04:05:00,False,PEN,AK,2025-06-01,JHB,"""AK 6414 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 06:41:14,JHB,2025-06-01T03:24:00,2025-06-01T01:39:00,AK,SGN,2025-06-01T03:26:00,null,"""1491 ""","""  """,2025-06-01T03:40:00,2025-06-01T01:50:00,null,9M-AGM,2025-06-01 05:15:00,2025-06-01 04:05:00
AK723_2026-02-15_KUL_SIN,4,1,L5,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 01:40:00,1:40 AM,2025-06-02 17:40:00,null,null,null,null,2025-06-02,2025-06-02 23:05:00,11:05 PM,2025-06-02 15:05:00,2025-06-02,2025-06-02 23:28:00,11:28 PM,2025-06-02 15:28:00,null,null,null,null,2025-06-02,2025-06-02 21:50:00,9:50 PM,2025-06-02 13:50:00,False,SIN,AK,2025-06-02,KUL,"""AK 723  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 17:51:18,KUL,2025-06-02T14:47:00,2025-06-02T13:39:00,AK,SIN,2025-06-02T15:05:00,2025-06-02T13:15:00,"""718  ""","""  """,2025-06-02T13:25:00,2025-06-02T12:15:00,null,9M-RCB,2025-06-02 03:05:00,2025-06-02 13:50:00
AK1624_2026-01-10_ICN_BKI,1,B,126,E01-E05,1,2025-06-02,2025-06-02 14:28:00,2:28 PM,2025-06-02 06:28:00,null,null,null,null,2025-06-02,2025-06-02 14:30:00,2:30 PM,2025-06-02 06:30:00,2025-06-02,2025-06-02 10:06:00,10:06 AM,2025-06-02 01:06:00,null,null,null,null,2025-06-02,2025-06-02 10:15:00,10:15 AM,2025-06-02 01:15:00,False,BKI,AK,2025-06-02,ICN,"""AK 1624 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 07:21:14,ICN,2025-06-01T23:26:00,2025-06-01T18:20:00,AK,BKI,2025-06-01T23:31:00,null,"""1623 ""","""  """,2025-06-01T23:35:00,2025-06-01T18:20:00,null,9M-RAE,2025-06-02 06:30:00,2025-06-02 01:15:00
AK6021_2025-07-30_AOR_KUL,2,1,1,9-10,""" """,2025-06-01,2025-06-01 10:01:00,10:01 AM,2025-06-01 02:01:00,null,null,null,null,2025-06-01,2025-06-01 09:50:00,9:50 AM,2025-06-01 01:50:00,2025-06-01,2025-06-01 08:50:00,8:50 AM,2025-06-01 00:50:00,null,null,null,null,2025-06-01,2025-06-01 08:45:00,8:45 AM,2025-06-01 00:45:00,False,KUL,AK,2025-06-01,AOR,"""AK 6021 """,On-Time,null,null,null,null,null,null,null,null,2025-06-01 02:11:10,AOR,2025-06-01T00:26:00,2025-05-31T23:10:00,AK,KUL,2025-06-01T00:25:00,null,"""6020 ""","""  """,2025-06-01T00:20:00,2025-05-31T23:15:00,null,9M-NEO,2025-06-01 01:50:00,2025-06-01 00:45:00
AK711_2026-02-03_KUL_SIN,4,4,L9,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 17:23:00,5:23 PM,2025-06-03 09:23:00,null,null,null,null,2025-06-03,2025-06-03 16:15:00,4:15 PM,2025-06-03 08:15:00,2025-06-03,2025-06-03 15:48:00,3:48 PM,2025-06-03 07:48:00,null,null,null,null,2025-06-03,2025-06-03 15:05:00,3:05 PM,2025-06-03 07:05:00,False,SIN,AK,2025-06-03,KUL,"""AK 711  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 09:41:26,KUL,2025-06-03T05:53:00,2025-06-03T04:21:00,AK,HKT,2025-06-03T05:58:00,null,"""833  ""","""  """,2025-06-03T06:05:00,2025-06-03T04:30:00,null,9M-AGW,2025-06-03 08:15:00,2025-06-03 07:05:00
AK5413_2025-12-11_KCH_JHB,""" """,,1,,""" """,2025-06-03,2025-06-03 07:01:00,7:01 AM,2025-06-02 23:01:00,null,null,null,null,2025-06-03,2025-06-03 07:20:00,7:20 AM,2025-06-02 23:20:00,2025-06-03,2025-06-03 05:44:00,5:44 AM,2025-06-02 21:44:00,null,null,null,null,2025-06-03,2025-06-03 06:00:00,6:00 AM,2025-06-02 22:00:00,False,JHB,AK,2025-06-02,KCH,"""AK 5413 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 23:11:15,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AQD,2025-06-02 11:20:00,2025-06-02 22:00:00
AK840_2025-01-03,""" """,,L12,"""U,V,W,X,Y""",2,2025-06-02,2025-06-02 14:55:00,2:55 PM,2025-06-02 07:55:00,null,null,null,null,2025-06-02,2025-06-02 13:45:00,1:45 PM,2025-06-02 06:45:00,2025-06-02,2025-06-02 13:59:00,1:59 PM,2025-06-02 05:59:00,null,null,null,null,2025-06-02,2025-06-02 12:45:00,12:45 PM,2025-06-02 04:45:00,False,UTP,AK,2025-06-02,KUL,"""AK 840  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 08:51:13,KUL,2025-06-02T05:11:00,2025-06-02T04:07:00,AK,PEN,2025-06-02T05:19:00,2025-06-02T04:00:00,"""6119 ""","""  """,2025-06-02T04:00:00,2025-06-02T03:00:00,null,9M-AJH,2025-06-02 06:45:00,2025-06-02 04:45:00
AK5652_2025-03-02_MYY_KUL,2,2,,12-15,""" """,2025-06-03,2025-06-03 11:03:00,11:03 AM,2025-06-03 03:03:00,null,null,null,null,2025-06-03,2025-06-03 11:20:00,11:20 AM,2025-06-03 03:20:00,2025-06-03,2025-06-03 08:50:00,8:50 AM,2025-06-03 00:50:00,null,null,null,null,2025-06-03,2025-06-03 08:55:00,8:55 AM,2025-06-03 00:55:00,False,KUL,AK,2025-06-03,MYY,"""AK 5652 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 03:11:20,MYY,2025-06-03T00:13:00,2025-06-02T22:02:00,AK,KUL,2025-06-03T00:21:00,null,"""5651 ""","""  """,2025-06-03T00:30:00,2025-06-02T22:05:00,null,9M-AGK,2025-06-03 03:20:00,2025-06-03 00:55:00
AK126_2025-07-23_KUL_SZX,3,18,Q9,"""U,V,W,X,Y""",2,null,null,null,null,2025-06-02,2025-06-02 10:06:00,10:06 AM,2025-06-02 02:06:00,2025-06-02,2025-06-02 10:20:00,10:20 AM,2025-06-02 02:20:00,2025-06-02,2025-06-02 05:55:00,5:55 AM,2025-06-01 21:55:00,null,null,null,null,2025-06-02,2025-06-02 06:05:00,6:05 AM,2025-06-01 22:05:00,False,SZX,AK,2025-06-01,KUL,"""AK 126  """,Departed On Time,null,null,null,null,null,null,null,null,2025-06-02 01:41:11,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AGT,2025-06-02 02:20:00,2025-06-01 22:05:00
AK5112_2025-11-07_KUL_BKI,1,D,K10,"""S,T""",2,2025-06-01,2025-06-01 12:57:00,12:57 PM,2025-06-01 04:57:00,null,null,null,null,2025-06-01,2025-06-01 12:30:00,12:30 PM,2025-06-01 04:30:00,2025-06-01,2025-06-01 10:18:00,10:18 AM,2025-06-01 02:18:00,null,null,null,null,2025-06-01,2025-06-01 10:00:00,10:00 AM,2025-06-01 02:00:00,False,BKI,AK,2025-06-01,KUL,"""AK 5112 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 05:11:11,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-VAF,2025-06-01 04:30:00,2025-06-01 02:00:00
AK380_2025-10-04_KUL_CGK,2,,Q5,"""U,V,W,X,Y""",2,2025-06-04,2025-06-04 07:59:00,7:59 AM,2025-06-04 00:59:00,null,null,null,null,2025-06-04,2025-06-04 08:05:00,8:05 AM,2025-06-04 01:05:00,2025-06-04,2025-06-04 06:57:00,6:57 AM,2025-06-03 22:57:00,null,null,null,null,2025-06-04,2025-06-04 06:55:00,6:55 AM,2025-06-03 22:55:00,False,CGK,AK,2025-06-03,KUL,"""AK 380  """,Landed,null,null,null,null,null,null,null,null,2025-06-04 01:11:10,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AGT,2025-06-04 01:05:00,2025-06-03 22:55:00
AK6064_2025-07-28_KCH_BTU,""" """,,3,,""" """,2025-06-03,2025-06-03 08:07:00,8:07 AM,2025-06-03 00:07:00,null,null,null,null,2025-06-03,2025-06-03 08:20:00,8:20 AM,2025-06-03 00:20:00,2025-06-03,2025-06-03 07:16:00,7:16 AM,2025-06-02 23:16:00,null,null,null,null,2025-06-03,2025-06-03 07:30:00,7:30 AM,2025-06-02 23:30:00,False,BTU,AK,2025-06-02,KCH,"""AK 6064 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 00:11:19,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AQB,2025-06-03 12:20:00,2025-06-02 23:30:00
AK5302_2025-01-20_JHB_BKI,1,,G4,17-24,""" """,2025-06-01,2025-06-01 12:17:00,12:17 PM,2025-06-01 04:17:00,null,null,null,null,2025-06-01,2025-06-01 12:30:00,12:30 PM,2025-06-01 04:30:00,2025-06-01,2025-06-01 09:58:00,9:58 AM,2025-06-01 01:58:00,null,null,null,null,2025-06-01,2025-06-01 10:10:00,10:10 AM,2025-06-01 02:10:00,False,BKI,AK,2025-06-01,JHB,"""AK 5302 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 05:51:14,JHB,2025-06-01T01:28:00,2025-06-01T00:23:00,AK,PEN,2025-06-01T01:34:00,null,"""6413 ""","""  """,2025-06-01T01:45:00,2025-06-01T00:35:00,null,9M-AJA,2025-06-01 04:30:00,2025-06-01 02:10:00
AK5649_2025-11-21_MYY_KUL,2,2,,12-15,""" """,2025-06-03,2025-06-03 01:15:00,1:15 AM,2025-06-02 17:15:00,null,null,null,null,2025-06-03,2025-06-03 01:20:00,1:20 AM,2025-06-02 17:20:00,2025-06-02,2025-06-02 23:08:00,11:08 PM,2025-06-02 15:08:00,null,null,null,null,2025-06-02,2025-06-02 23:00:00,11:00 PM,2025-06-02 15:00:00,False,KUL,AK,2025-06-02,MYY,"""AK 5649 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 17:31:53,MYY,2025-06-02T14:40:00,2025-06-02T12:27:00,AK,KUL,2025-06-02T14:40:00,2025-06-02T12:30:00,"""5648 ""","""  """,2025-06-02T14:35:00,2025-06-02T12:20:00,null,9M-AGN,2025-06-02 05:20:00,2025-06-02 15:00:00
AK1490_2025-01-12_JHB_SGN,2,,G1,17-24,""" """,2025-06-02,2025-06-02 07:50:00,7:50 AM,2025-06-02 00:50:00,null,null,null,null,2025-06-02,2025-06-02 08:00:00,8:00 AM,2025-06-02 01:00:00,2025-06-02,2025-06-02 06:55:00,6:55 AM,2025-06-01 22:55:00,null,null,null,null,2025-06-02,2025-06-02 07:05:00,7:05 AM,2025-06-01 23:05:00,False,SGN,AK,2025-06-01,JHB,"""AK 1490 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 01:01:17,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AGU,2025-06-02 01:00:00,2025-06-01 23:05:00
AK6439_2026-04-10_KBR_KUL,2,1,7,12-15,""" """,2025-06-02,2025-06-02 21:05:00,9:05 PM,2025-06-02 13:05:00,null,null,null,null,2025-06-02,2025-06-02 20:35:00,8:35 PM,2025-06-02 12:35:00,2025-06-02,2025-06-02 20:01:00,8:01 PM,2025-06-02 12:01:00,null,null,null,null,2025-06-02,2025-06-02 19:30:00,7:30 PM,2025-06-02 11:30:00,False,KUL,AK,2025-06-02,KBR,"""AK 6439 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 13:11:10,KBR,2025-06-02T11:25:00,2025-06-02T10:19:00,AK,KUL,2025-06-02T11:25:00,null,"""6438 ""","""  """,2025-06-02T11:05:00,2025-06-02T10:00:00,null,9M-AHZ,2025-06-02 12:35:00,2025-06-02 11:30:00
AK6116_2025-10-23_KUL_PEN,""" """,F,K14,"""S,T""",2,2025-06-02,2025-06-02 18:06:00,6:06 PM,2025-06-02 10:06:00,null,null,null,null,2025-06-02,2025-06-02 17:05:00,5:05 PM,2025-06-02 09:05:00,2025-06-02,2025-06-02 17:12:00,5:12 PM,2025-06-02 09:12:00,null,null,null,null,2025-06-02,2025-06-02 16:05:00,4:05 PM,2025-06-02 08:05:00,False,PEN,AK,2025-06-02,KUL,"""AK 6116 """,landed,null,null,null,null,null,null,null,null,2025-06-02 10:21:17,KUL,2025-06-02T08:03:00,2025-06-02T04:03:00,AK,KWL,2025-06-02T07:59:00,null,"""157  ""","""  """,2025-06-02T08:15:00,2025-06-02T04:05:00,null,9M-AHL,2025-06-02 09:05:00,2025-06-02 08:05:00
AK5874_2025-04-29_KUL_SBW,""" """,,K14,"""S,T""",2,2025-06-01,2025-06-01 20:36:00,8:36 PM,2025-06-01 12:36:00,null,null,null,null,2025-06-01,2025-06-01 20:50:00,8:50 PM,2025-06-01 12:50:00,2025-06-01,2025-06-01 18:40:00,6:40 PM,2025-06-01 10:40:00,null,null,null,null,2025-06-01,2025-06-01 18:45:00,6:45 PM,2025-06-01 10:45:00,False,SBW,AK,2025-06-01,KUL,"""AK 5874 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 12:51:12,KUL,2025-06-01T09:48:00,2025-06-01T05:21:00,AK,KHH,2025-06-01T09:45:00,null,"""171  ""","""  """,2025-06-01T10:05:00,2025-06-01T05:45:00,null,9M-RAM,2025-06-01 12:50:00,2025-06-01 10:45:00
AK826_2025-05-04_KUL_HKT,""" """,1,L7,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 16:34:00,4:34 PM,2025-06-03 09:34:00,null,null,null,null,2025-06-03,2025-06-03 16:35:00,4:35 PM,2025-06-03 09:35:00,2025-06-03,2025-06-03 16:04:00,4:04 PM,2025-06-03 08:04:00,null,null,null,null,2025-06-03,2025-06-03 16:05:00,4:05 PM,2025-06-03 08:05:00,False,HKT,AK,2025-06-03,KUL,"""AK 826  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 10:41:23,KUL,2025-06-03T07:15:00,2025-06-03T03:18:00,AK,SZX,null,null,"""127  ""","""  """,2025-06-03T07:30:00,2025-06-03T03:25:00,null,9M-RAT,2025-06-03 09:35:00,2025-06-03 08:05:00
AK6358_2025-07-24_KCH_BKI,""" """,D,2,,""" """,2025-06-03,2025-06-03 16:02:00,4:02 PM,2025-06-03 08:02:00,null,null,null,null,2025-06-03,2025-06-03 15:55:00,3:55 PM,2025-06-03 07:55:00,2025-06-03,2025-06-03 14:25:00,2:25 PM,2025-06-03 06:25:00,null,null,null,null,2025-06-03,2025-06-03 14:25:00,2:25 PM,2025-06-03 06:25:00,False,BKI,AK,2025-06-03,KCH,"""AK 6358 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 08:31:11,KCH,2025-06-03T05:55:00,2025-06-03T04:36:00,AK,BKI,2025-06-03T05:57:00,null,"""6359 ""","""  """,2025-06-03T06:00:00,2025-06-03T04:40:00,null,9M-RAC,2025-06-03 07:55:00,2025-06-03 06:25:00
AK426_2024-11-03,,,,,,null,null,null,null,null,null,null,null,2025-06-01,2025-06-01 09:55:00,9:55 AM,2025-06-01 01:55:00,null,null,null,null,null,null,null,null,2025-06-01,2025-06-01 08:00:00,8:00 AM,2025-06-01 01:00:00,False,KUL,AK,2025-06-01,PKU,"""AK 426  """,On Time,null,null,null,null,null,null,null,null,2025-05-31 12:51:12,PKU,null,null,AK,KUL,null,null,"""427  ""","""  """,2025-06-01T00:35:00,2025-05-31T23:40:00,null,9M-AHL,2025-06-01 01:55:00,2025-06-01 01:00:00
AK6082_2025-02-19_JHB_IPH,""" """,,G2,17-24,""" """,2025-06-02,2025-06-02 09:05:00,9:05 AM,2025-06-02 01:05:00,null,null,null,null,2025-06-02,2025-06-02 09:20:00,9:20 AM,2025-06-02 01:20:00,2025-06-02,2025-06-02 08:02:00,8:02 AM,2025-06-02 00:02:00,null,null,null,null,2025-06-02,2025-06-02 08:20:00,8:20 AM,2025-06-02 00:20:00,False,IPH,AK,2025-06-02,JHB,"""AK 6082 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 01:41:14,JHB,2025-06-01T22:33:00,2025-06-01T18:41:00,AK,CAN,2025-06-01T22:45:00,null,"""1395 ""","""  """,2025-06-01T23:00:00,2025-06-01T19:05:00,null,9M-AHE,2025-06-02 01:20:00,2025-06-02 00:20:00
AK93_2025-05-21_ATQ_KUL,2,4,,,""" """,2025-06-02,2025-06-02 07:51:00,7:51 AM,2025-06-01 23:51:00,null,null,null,null,2025-06-02,2025-06-02 07:50:00,7:50 AM,2025-06-01 23:50:00,2025-06-01,2025-06-01 23:37:00,11:37 PM,2025-06-01 18:07:00,null,null,null,null,2025-06-01,2025-06-01 23:35:00,11:35 PM,2025-06-01 18:05:00,False,KUL,AK,2025-06-01,ATQ,"""AK 93   """,landed,null,null,null,null,null,null,null,null,2025-06-02 00:02:52,ATQ,2025-06-01T17:13:00,2025-06-01T11:03:00,AK,KUL,2025-06-01T17:14:00,null,"""94   ""","""  """,2025-06-01T17:10:00,2025-06-01T11:05:00,null,9M-VAD,2025-06-01 11:50:00,2025-06-01 18:05:00
AK607_2025-09-26_PER_KUL,2,5,54,,1,2025-06-03,2025-06-03 03:18:00,3:18 AM,2025-06-02 19:18:00,null,null,null,null,2025-06-03,2025-06-03 02:05:00,2:05 AM,2025-06-02 18:05:00,2025-06-02,2025-06-02 21:43:00,9:43 PM,2025-06-02 13:43:00,null,null,null,null,2025-06-02,2025-06-02 20:30:00,8:30 PM,2025-06-02 12:30:00,False,KUL,AK,2025-06-02,PER,"""AK 607  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 19:31:36,PER,2025-06-02T12:46:00,2025-06-02T07:21:00,AK,KUL,2025-06-02T12:47:00,2025-06-02T07:15:00,"""606  ""","""  """,2025-06-02T11:50:00,2025-06-02T06:10:00,null,9M-VAD,2025-06-02 06:05:00,2025-06-02 12:30:00
AK6263_2024-10-25,,,4,6-9,,2025-06-01,2025-06-01 17:07:00,5:07 PM,2025-06-01 09:07:00,null,null,null,null,2025-06-01,2025-06-01 17:05:00,5:05 PM,2025-06-01 09:05:00,2025-06-01,2025-06-01 16:12:00,4:12 PM,2025-06-01 08:12:00,null,null,null,null,2025-06-01,2025-06-01 16:15:00,4:15 PM,2025-06-01 08:15:00,False,BKI,AK,2025-06-01,TWU,"""AK 6263 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 09:21:15,TWU,2025-06-01T07:34:00,2025-06-01T06:45:00,AK,BKI,2025-06-01T07:40:00,null,"""6262 ""","""  """,2025-06-01T07:50:00,2025-06-01T06:55:00,null,9M-RAQ,2025-06-01 09:05:00,2025-06-01 08:15:00
AK6435_2026-03-07_KBR_KUL,2,1,8,12-15,""" """,2025-06-01,2025-06-01 20:24:00,8:24 PM,2025-06-01 12:24:00,null,null,null,null,2025-06-01,2025-06-01 19:45:00,7:45 PM,2025-06-01 11:45:00,2025-06-01,2025-06-01 19:00:00,7:00 PM,2025-06-01 11:00:00,null,null,null,null,2025-06-01,2025-06-01 18:40:00,6:40 PM,2025-06-01 10:40:00,False,KUL,AK,2025-06-01,KBR,"""AK 6435 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 13:31:11,KBR,2025-06-01T10:35:00,2025-06-01T09:33:00,AK,KUL,2025-06-01T10:38:00,2025-06-01T09:25:00,"""6434 ""","""  """,2025-06-01T10:10:00,2025-06-01T09:05:00,null,9M-RAL,2025-06-01 11:45:00,2025-06-01 10:40:00
AK583_2024-10-30,,7,C1,C01-C07,,2025-06-01,2025-06-01 18:07:00,6:07 PM,2025-06-01 10:07:00,null,null,null,null,2025-06-01,2025-06-01 16:55:00,4:55 PM,2025-06-01 08:55:00,2025-06-01,2025-06-01 14:04:00,2:04 PM,2025-06-01 06:04:00,null,null,null,null,2025-06-01,2025-06-01 12:55:00,12:55 PM,2025-06-01 04:55:00,False,KUL,AK,2025-06-01,MNL,"""AK 583  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 10:41:13,MNL,2025-06-01T05:04:00,2025-06-01T00:48:00,AK,KUL,2025-06-01T04:50:00,null,"""582  ""","""  """,2025-06-01T04:15:00,2025-06-01T00:20:00,null,9M-AHL,2025-06-01 08:55:00,2025-06-01 04:55:00
AK6269_2026-01-24_TWU_BKI,1,F,4,6-9,""" """,2025-06-04,2025-06-04 08:27:00,8:27 AM,2025-06-04 00:27:00,null,null,null,null,2025-06-04,2025-06-04 08:30:00,8:30 AM,2025-06-04 00:30:00,2025-06-04,2025-06-04 07:33:00,7:33 AM,2025-06-03 23:33:00,null,null,null,null,2025-06-04,2025-06-04 07:40:00,7:40 AM,2025-06-03 23:40:00,False,BKI,AK,2025-06-03,TWU,"""AK 6269 """,Landed,null,null,null,null,null,null,null,null,2025-06-04 00:41:15,TWU,2025-06-03T23:09:00,2025-06-03T22:17:00,AK,BKI,2025-06-03T23:13:00,null,"""6268 ""","""  """,2025-06-03T23:15:00,2025-06-03T22:25:00,null,9M-RAP,2025-06-04 12:30:00,2025-06-03 23:40:00
