route_id,airline_icao,dep_airport_iata,arr_airport_iata,cabin_class,base_price_usd,taxes_usd,total_price_usd,currency,effective_from,effective_to,fare_code
R10342,AXM,DMK,KUL,Economy,137.84,27.55,165.39,USD,2025-05-01,2025-08-31,Y212
R10352,VOI,LAS,MEX,Economy,283.98,60.11,344.09,USD,2025-05-01,2025-08-31,Y417
R10843,VOI,MTY,QRO,Business,255.85,31.76,287.61,USD,2025-05-01,2025-08-31,J995
R10371,VOI,TIJ,VER,Business,813.83,130.12,943.95,USD,2025-05-01,2025-08-31,J559
R10894,VOI,FAT,GDL,Economy,269.61,53.46,323.07,USD,2025-05-01,2025-08-31,Y838
R11183,LNI,PKY,SUB,Business,145.14,22.84,167.98,USD,2025-05-01,2025-08-31,J838
R10135,AXM,MYY,KUL,Business,447.57,79.87,527.44,USD,2025-05-01,2025-08-31,J646
R10286,AXM,JHB,KUL,Economy,49.43,7.35,56.78,USD,2025-05-01,2025-08-31,Y659
R11018,LNI,KNO,BPN,Economy,173.69,29.06,202.75,USD,2025-05-01,2025-08-31,Y276
R10889,VOI,OAK,SJD,Business,658.62,114.58,773.2,USD,2025-05-01,2025-08-31,J218
R10485,VOI,GDL,LAP,Business,322.93,40.54,363.47,USD,2025-05-01,2025-08-31,J981
R10442,VOI,MXL,MEX,Economy,257.38,37.31,294.69,USD,2025-05-01,2025-08-31,Y216
R10158,AXM,KBR,KCH,Economy,136.14,26.99,163.13,USD,2025-05-01,2025-08-31,Y455
R11128,LNI,DPS,KOE,Economy,75.06,14.05,89.11,USD,2025-05-01,2025-08-31,Y213
R11298,AXM,PEN,SGN,First,483.45,67.68,551.13,USD,2025-05-01,2025-08-31,F694
R10545,VOI,PVR,MXL,Business,560.77,57.96,618.73,USD,2025-05-01,2025-08-31,J831
R10358,VOI,LAX,OAX,Economy,353.77,45.76,399.53,USD,2025-05-01,2025-08-31,Y786
R10774,VOI,CLT,GDL,Economy,268.11,49.8,317.91,USD,2025-05-01,2025-08-31,Y505
R10807,VOI,SAT,GDL,Business,446.46,80.0,526.46,USD,2025-05-01,2025-08-31,J204
R10865,VOI,MLM,MDW,Business,881.1,105.58,986.68,USD,2025-05-01,2025-08-31,J760
R10096,AXM,KMG,JHB,Economy,238.93,39.23,278.16,USD,2025-05-01,2025-08-31,Y791
R10344,AXM,AOR,JHB,Economy,78.34,15.58,93.92,USD,2025-05-01,2025-08-31,Y702
R10859,VOI,TIJ,ZIH,Business,659.39,74.6,733.99,USD,2025-05-01,2025-08-31,J459
R10458,VOI,SJD,TIJ,Economy,176.99,22.4,199.39,USD,2025-05-01,2025-08-31,Y507
R10156,AXM,KUL,UPG,Economy,187.28,36.94,224.22,USD,2025-05-01,2025-08-31,Y970
R10439,VOI,TRC,TIJ,Business,510.4,78.77,589.17,USD,2025-05-01,2025-08-31,J479
R11291,AXM,KUL,BPN,First,1185.83,166.02,1351.85,USD,2025-05-01,2025-08-31,F245
R11070,LNI,UPG,SOQ,Economy,132.95,20.52,153.47,USD,2025-05-01,2025-08-31,Y830
R10306,AXM,CCU,KUL,Economy,258.37,54.61,312.98,USD,2025-05-01,2025-08-31,Y950
R10447,VOI,TGZ,CUN,Business,350.13,38.81,388.94,USD,2025-05-01,2025-08-31,J175
R10718,VOI,LAX,MLM,Economy,219.54,34.11,253.65,USD,2025-05-01,2025-08-31,Y195
R11204,LNI,SUB,KOE,Economy,114.86,16.09,130.95,USD,2025-05-01,2025-08-31,Y739
R10461,VOI,PHX,GDL,Business,487.72,86.71,574.43,USD,2025-05-01,2025-08-31,J757
R10298,AXM,KCH,SBW,Economy,43.61,8.01,51.62,USD,2025-05-01,2025-08-31,Y735
R10309,AXM,KUL,TWU,Business,587.55,64.17,651.72,USD,2025-05-01,2025-08-31,J177
R11272,AXM,KUL,MYY,Business,503.29,85.86,589.15,USD,2025-09-01,2025-12-31,J690
R10453,VOI,GDL,LMM,Business,377.2,61.67,438.87,USD,2025-05-01,2025-08-31,J620
R11075,LNI,BTH,BPN,Business,337.48,37.2,374.68,USD,2025-05-01,2025-08-31,J364
R10651,VOI,TLC,TIJ,Business,763.32,132.21,895.53,USD,2025-05-01,2025-08-31,J665
R11116,LNI,PGK,TJQ,Economy,34.49,6.03,40.52,USD,2025-05-01,2025-08-31,Y585
R10597,VOI,SLP,CUN,Business,530.2,55.38,585.58,USD,2025-05-01,2025-08-31,J235
R10965,LNI,BIK,UPG,Business,424.15,72.43,496.58,USD,2025-05-01,2025-08-31,J604
R10178,AXM,KUL,MLE,Economy,251.74,37.62,289.36,USD,2025-05-01,2025-08-31,Y514
R11013,LNI,TRK,SUB,Business,301.55,43.82,345.37,USD,2025-05-01,2025-08-31,J696
R10481,VOI,PVR,TLC,Business,235.46,38.75,274.21,USD,2025-05-01,2025-08-31,J515
R11002,LNI,PKY,CGK,Economy,76.68,15.01,91.69,USD,2025-05-01,2025-08-31,Y277
R10294,AXM,LKO,KUL,Economy,303.87,53.66,357.53,USD,2025-05-01,2025-08-31,Y802
R11101,LNI,SUB,LOP,Business,122.03,15.95,137.98,USD,2025-05-01,2025-08-31,J702
R10848,VOI,HUX,MEX,Economy,76.88,14.26,91.14,USD,2025-05-01,2025-08-31,Y820
R10433,VOI,LAX,MEX,Business,654.26,98.79,753.05,USD,2025-05-01,2025-08-31,J472
R11092,LNI,KDI,SUB,Economy,111.49,19.8,131.29,USD,2025-05-01,2025-08-31,Y262
R10088,AXM,KUL,BKI,Economy,158.74,32.51,191.25,USD,2025-05-01,2025-08-31,Y837
R10700,VOI,TLC,MTY,Economy,116.2,18.47,134.67,USD,2025-05-01,2025-08-31,Y653
R10943,LNI,UPG,DPS,Business,181.55,30.45,212.0,USD,2025-05-01,2025-08-31,J981
R10486,VOI,DGO,TIJ,Economy,174.2,27.85,202.05,USD,2025-05-01,2025-08-31,Y878
R10949,LNI,JED,SUB,Business,2192.0,317.75,2509.75,USD,2025-05-01,2025-08-31,J728
R10713,VOI,HMO,MXL,Business,243.89,38.82,282.71,USD,2025-05-01,2025-08-31,J424
R10787,VOI,GUA,CUN,Business,336.23,36.79,373.02,USD,2025-05-01,2025-08-31,J412
R10290,AXM,BKI,SDK,Economy,42.94,6.8,49.74,USD,2025-05-01,2025-08-31,Y594
R10285,AXM,KCH,PNK,Business,116.06,17.8,133.86,USD,2025-05-01,2025-08-31,J923
R11026,LNI,PLW,YIA,Economy,135.58,19.36,154.94,USD,2025-05-01,2025-08-31,Y407
R11230,DAL,NRT,LAX,Economy,1034.68,211.7,1246.38,USD,2025-05-01,2025-08-31,Y105
R10705,VOI,CUL,SJD,Business,151.19,24.42,175.61,USD,2025-05-01,2025-08-31,J709
R10266,AXM,KUL,CMB,Economy,209.85,44.29,254.14,USD,2025-05-01,2025-08-31,Y115
R10327,AXM,SIN,BKI,Business,484.77,80.81,565.58,USD,2025-05-01,2025-08-31,J730
R10331,AXM,KUL,BPN,Business,654.09,84.63,738.72,USD,2025-05-01,2025-08-31,J760
R10059,AXM,SBW,KCH,Business,142.94,20.61,163.55,USD,2025-05-01,2025-08-31,J540
R10367,VOI,ACA,MEX,Business,176.63,29.41,206.04,USD,2025-05-01,2025-08-31,J889
R11226,DAL,LAX,SIN,Economy,1824.12,353.6,2177.72,USD,2025-05-01,2025-08-31,Y301
R10467,VOI,HMO,GDL,Business,358.05,40.44,398.49,USD,2025-05-01,2025-08-31,J826
R10816,VOI,GDL,HMO,Economy,169.6,30.02,199.62,USD,2025-05-01,2025-08-31,Y645
R11112,LNI,UPG,SUB,Economy,88.16,12.83,100.99,USD,2025-05-01,2025-08-31,Y647
R11135,LNI,UPG,LUV,Business,310.3,47.83,358.13,USD,2025-05-01,2025-08-31,J536
R10333,AXM,SGN,PEN,Business,330.01,58.06,388.07,USD,2025-05-01,2025-08-31,J943
R10435,VOI,IAH,MLM,Business,500.54,55.77,556.31,USD,2025-05-01,2025-08-31,J722
R10802,VOI,GDL,PDX,Economy,385.73,68.11,453.84,USD,2025-05-01,2025-08-31,Y891
R10543,VOI,MTY,TGZ,Business,418.96,71.92,490.88,USD,2025-05-01,2025-08-31,J504
R11267,AXM,BKI,PEN,Economy,199.02,28.46,227.48,USD,2025-09-01,2025-12-31,Y325
R10410,VOI,MEX,IAH,Economy,131.43,22.95,154.38,USD,2025-05-01,2025-08-31,Y933
R10624,VOI,CJS,MEX,Economy,199.58,39.44,239.02,USD,2025-05-01,2025-08-31,Y243
R10755,VOI,UPN,TIJ,Business,652.28,98.89,751.17,USD,2025-05-01,2025-08-31,J762
R10762,VOI,TIJ,MZT,Economy,207.07,34.85,241.92,USD,2025-05-01,2025-08-31,Y402
R11061,LNI,LOP,BPN,Business,276.41,41.81,318.22,USD,2025-05-01,2025-08-31,J982
R10328,AXM,SZX,PEN,Economy,229.69,49.42,279.11,USD,2025-05-01,2025-08-31,Y133
R11178,LNI,SOQ,AMQ,Economy,53.49,8.84,62.33,USD,2025-05-01,2025-08-31,Y199
R10834,VOI,MID,MEX,Economy,133.08,18.87,151.95,USD,2025-05-01,2025-08-31,Y539
R10979,LNI,DPS,UPG,Business,188.28,28.78,217.06,USD,2025-05-01,2025-08-31,J404
R10083,AXM,DAD,KUL,Business,517.92,53.63,571.55,USD,2025-05-01,2025-08-31,J546
R10129,AXM,MAA,KUL,Business,594.0,101.77,695.77,USD,2025-05-01,2025-08-31,J955
R10720,VOI,SJD,NLU,Economy,142.9,21.32,164.22,USD,2025-05-01,2025-08-31,Y497
R10874,VOI,HUX,GDL,Economy,143.07,30.53,173.6,USD,2025-05-01,2025-08-31,Y235
R10171,AXM,JHB,CAN,Business,834.16,95.55,929.71,USD,2025-05-01,2025-08-31,J317
R10548,VOI,MTY,MID,Economy,166.74,24.53,191.27,USD,2025-05-01,2025-08-31,Y675
R10260,AXM,KCH,BKI,Economy,94.9,14.41,109.31,USD,2025-05-01,2025-08-31,Y584
R10620,VOI,QRO,MTY,Economy,83.21,10.55,93.76,USD,2025-05-01,2025-08-31,Y708
R10634,VOI,TLC,CUN,Economy,165.78,31.44,197.22,USD,2025-05-01,2025-08-31,Y518
R11069,LNI,BDJ,DPS,Business,184.03,28.83,212.86,USD,2025-05-01,2025-08-31,J685
R11259,EVA,LAX,TPE,Economy,1685.46,340.82,2026.28,USD,2025-05-01,2025-08-31,Y131
R10332,AXM,SGN,PEN,Economy,103.85,16.6,120.45,USD,2025-05-01,2025-08-31,Y294
R10355,VOI,GDL,PBC,Business,208.89,27.18,236.07,USD,2025-05-01,2025-08-31,J910
R10138,AXM,KUL,PER,Economy,339.94,56.49,396.43,USD,2025-05-01,2025-08-31,Y151
R10292,AXM,ICN,BKI,Economy,352.55,77.3,429.85,USD,2025-05-01,2025-08-31,Y402
R11063,LNI,BPN,UPG,Business,148.06,16.58,164.64,USD,2025-05-01,2025-08-31,J883
R10427,VOI,OAK,MLM,Business,874.9,109.97,984.87,USD,2025-05-01,2025-08-31,J181
R10141,AXM,LGK,SIN,Business,231.75,40.81,272.56,USD,2025-05-01,2025-08-31,J531
R10636,VOI,CJS,GDL,Economy,160.35,23.11,183.46,USD,2025-05-01,2025-08-31,Y330
R10589,VOI,OAX,TIJ,Business,841.5,100.81,942.31,USD,2025-05-01,2025-08-31,J872
R10514,VOI,MDW,MLM,Economy,289.4,52.57,341.97,USD,2025-05-01,2025-08-31,Y962
R10139,AXM,KUL,PER,Business,911.76,115.05,1026.81,USD,2025-05-01,2025-08-31,J565
R10706,VOI,LMM,MXL,Economy,125.32,24.73,150.05,USD,2025-05-01,2025-08-31,Y130
R11027,LNI,PLW,YIA,Business,431.41,58.43,489.84,USD,2025-05-01,2025-08-31,J945
R10224,AXM,TGG,KUL,Economy,66.27,12.41,78.68,USD,2025-05-01,2025-08-31,Y375
R10451,VOI,LIM,MEX,Business,1311.47,188.03,1499.5,USD,2025-05-01,2025-08-31,J407
R10274,AXM,PEN,SIN,Economy,69.01,12.64,81.65,USD,2025-05-01,2025-08-31,Y394
R10323,AXM,BTU,BKI,Business,169.72,24.27,193.99,USD,2025-05-01,2025-08-31,J497
R11205,LNI,SUB,KOE,Business,344.59,53.39,397.98,USD,2025-05-01,2025-08-31,J788
R10325,AXM,KUL,DAC,Business,754.41,108.04,862.45,USD,2025-05-01,2025-08-31,J701
R10549,VOI,MTY,MID,Business,498.11,55.28,553.39,USD,2025-05-01,2025-08-31,J730
R11140,LNI,UPG,JED,Economy,761.53,98.46,859.99,USD,2025-05-01,2025-08-31,Y934
R10666,VOI,GDL,CUN,Economy,178.75,34.33,213.08,USD,2025-05-01,2025-08-31,Y600
R10503,VOI,LMM,TIJ,Business,313.79,45.27,359.06,USD,2025-05-01,2025-08-31,J175
R10989,LNI,SOQ,MKW,Business,105.64,13.79,119.43,USD,2025-05-01,2025-08-31,J291
R11080,LNI,SUB,DPS,Economy,42.03,7.5,49.53,USD,2025-05-01,2025-08-31,Y574
R10716,VOI,PVR,MEX,Economy,87.35,12.12,99.47,USD,2025-05-01,2025-08-31,Y559
R10813,VOI,TIJ,BJX,Business,732.08,93.74,825.82,USD,2025-05-01,2025-08-31,J827
R10937,LNI,SOQ,MDC,Business,197.9,23.47,221.37,USD,2025-05-01,2025-08-31,J324
R10598,VOI,MXL,HMO,Economy,89.99,14.91,104.9,USD,2025-05-01,2025-08-31,Y159
R11074,LNI,BTH,BPN,Economy,131.4,23.1,154.5,USD,2025-05-01,2025-08-31,Y400
R10925,LNI,UPG,BPN,Business,196.91,35.44,232.35,USD,2025-05-01,2025-08-31,J263
R10553,VOI,SJD,GDL,Business,288.57,31.18,319.75,USD,2025-05-01,2025-08-31,J889
R10415,VOI,PVR,MLM,Business,227.35,37.12,264.47,USD,2025-05-01,2025-08-31,J142
R10566,VOI,TIJ,SJD,Economy,146.31,32.03,178.34,USD,2025-05-01,2025-08-31,Y656
R11264,EVA,LHR,JFK,Economy,920.35,121.78,1042.13,USD,2025-05-01,2025-08-31,Y105
R10321,AXM,KUL,CCJ,Business,788.33,87.65,875.98,USD,2025-05-01,2025-08-31,J138
R10430,VOI,QRO,LAX,Economy,254.99,42.0,296.99,USD,2025-05-01,2025-08-31,Y844
R10737,VOI,TIJ,LTO,Business,417.97,74.16,492.13,USD,2025-05-01,2025-08-31,J900
R10982,LNI,SUB,PLM,Economy,90.84,14.79,105.63,USD,2025-05-01,2025-08-31,Y401
R11160,LNI,BDJ,SUB,Economy,63.13,13.21,76.34,USD,2025-05-01,2025-08-31,Y727
R10039,AXM,TRV,KUL,Business,649.69,104.05,753.74,USD,2025-05-01,2025-08-31,J174
R10030,AXM,PVG,BKI,Economy,278.51,35.01,313.52,USD,2025-05-01,2025-08-31,Y620
R10242,AXM,KUL,AOR,Economy,58.36,7.93,66.29,USD,2025-05-01,2025-08-31,Y664
R10678,VOI,BJX,TIJ,Economy,228.45,43.36,271.81,USD,2025-05-01,2025-08-31,Y540
R10887,VOI,CUL,MEX,Business,420.7,52.51,473.21,USD,2025-05-01,2025-08-31,J547
R10136,AXM,KUL,PKU,Economy,42.72,6.81,49.53,USD,2025-05-01,2025-08-31,Y677
R10310,AXM,KUL,MAA,Economy,225.4,48.83,274.23,USD,2025-05-01,2025-08-31,Y980
R11083,LNI,PDG,BTH,Business,149.55,25.6,175.15,USD,2025-05-01,2025-08-31,J612
R10535,VOI,GDL,SJC,Business,963.55,163.24,1126.79,USD,2025-05-01,2025-08-31,J797
R10650,VOI,TLC,TIJ,Economy,288.79,54.74,343.53,USD,2025-05-01,2025-08-31,Y820
R11147,LNI,PLM,CGK,Business,131.54,19.14,150.68,USD,2025-05-01,2025-08-31,J548
R11289,AXM,SGN,KUL,First,688.85,96.44,785.29,USD,2025-05-01,2025-08-31,F412
R11077,LNI,SUB,MDC,Business,479.3,82.42,561.72,USD,2025-05-01,2025-08-31,J770
R10003,AXM,BKI,PEN,Business,461.63,72.3,533.93,USD,2025-05-01,2025-08-31,J160
R10111,AXM,KUL,KCH,Business,321.96,52.84,374.8,USD,2025-05-01,2025-08-31,J783
R11031,LNI,UPG,SRG,Business,330.18,55.92,386.1,USD,2025-05-01,2025-08-31,J940
R11120,LNI,BTH,PNK,Economy,67.52,9.03,76.55,USD,2025-05-01,2025-08-31,Y950
R10798,VOI,ACA,TIJ,Economy,272.4,52.03,324.43,USD,2025-05-01,2025-08-31,Y554
R11263,EVA,JFK,LHR,Economy,940.92,202.99,1143.91,USD,2025-05-01,2025-08-31,Y111
R10933,LNI,SUB,BTH,Business,327.29,51.07,378.36,USD,2025-05-01,2025-08-31,J681
R10376,VOI,SJD,OAK,Economy,229.64,37.17,266.81,USD,2025-05-01,2025-08-31,Y265
R10567,VOI,TIJ,SJD,Business,419.47,71.79,491.26,USD,2025-05-01,2025-08-31,J237
R11165,LNI,KNO,PEN,Business,94.03,11.08,105.11,USD,2025-05-01,2025-08-31,J758
R10314,AXM,KBV,KUL,Economy,87.01,14.4,101.41,USD,2025-05-01,2025-08-31,Y788
R11260,EVA,NRT,LAX,Economy,1413.72,188.93,1602.65,USD,2025-05-01,2025-08-31,Y500
R10319,AXM,KUL,BTU,Business,408.68,42.93,451.61,USD,2025-05-01,2025-08-31,J943
R10609,VOI,BJX,LAX,Business,708.9,125.57,834.47,USD,2025-05-01,2025-08-31,J995
R10841,VOI,NLU,MID,Business,336.11,45.89,382.0,USD,2025-05-01,2025-08-31,J538
R10005,AXM,TRZ,KUL,Business,648.68,91.55,740.23,USD,2025-05-01,2025-08-31,J385
R10100,AXM,KBR,KUL,Economy,53.58,11.53,65.11,USD,2025-05-01,2025-08-31,Y340
R10424,VOI,ONT,GDL,Economy,223.98,44.74,268.72,USD,2025-05-01,2025-08-31,Y373
R10916,LNI,PGK,CGK,Economy,47.55,6.65,54.2,USD,2025-05-01,2025-08-31,Y916
R10594,VOI,MCO,GDL,Economy,269.08,36.72,305.8,USD,2025-05-01,2025-08-31,Y974
R10572,VOI,DEN,CUU,Economy,159.08,31.14,190.22,USD,2025-05-01,2025-08-31,Y279
R10672,VOI,GDL,MID,Economy,152.9,21.69,174.59,USD,2025-05-01,2025-08-31,Y566
R10423,VOI,TIJ,ACA,Business,851.97,119.02,970.99,USD,2025-05-01,2025-08-31,J609
R10945,LNI,DJJ,MKQ,Business,209.31,27.56,236.87,USD,2025-05-01,2025-08-31,J203
R10851,VOI,MZT,TIJ,Business,441.24,44.41,485.65,USD,2025-05-01,2025-08-31,J451
R10584,VOI,ORD,MLM,Economy,341.69,51.08,392.77,USD,2025-05-01,2025-08-31,Y729
R10947,LNI,MDC,CGK,Business,509.68,68.78,578.46,USD,2025-05-01,2025-08-31,J754
R10227,AXM,KUL,DLI,Business,352.55,51.76,404.31,USD,2025-05-01,2025-08-31,J750
R10599,VOI,MXL,HMO,Business,260.18,40.02,300.2,USD,2025-05-01,2025-08-31,J415
R10613,VOI,ZIH,MEX,Business,207.89,33.37,241.26,USD,2025-05-01,2025-08-31,J405
R11171,LNI,CGK,LOP,Business,244.93,24.5,269.43,USD,2025-05-01,2025-08-31,J193
R11211,LNI,KOE,DPS,Business,274.9,46.79,321.69,USD,2025-05-01,2025-08-31,J532
R10066,AXM,KCH,PEN,Economy,151.91,30.55,182.46,USD,2025-05-01,2025-08-31,Y522
R11155,LNI,BPN,SRG,Business,264.56,47.15,311.71,USD,2025-05-01,2025-08-31,J785
R10067,AXM,KCH,PEN,Business,382.41,60.77,443.18,USD,2025-05-01,2025-08-31,J440
R10964,LNI,BIK,UPG,Economy,133.45,21.86,155.31,USD,2025-05-01,2025-08-31,Y529
R10211,AXM,KUL,PEN,Business,153.7,18.24,171.94,USD,2025-05-01,2025-08-31,J370
R10012,AXM,KBR,JHB,Economy,85.44,11.09,96.53,USD,2025-05-01,2025-08-31,Y512
R11096,LNI,TIM,UPG,Economy,133.27,23.11,156.38,USD,2025-05-01,2025-08-31,Y848
R10904,VOI,CUU,TIJ,Economy,145.44,18.09,163.53,USD,2025-05-01,2025-08-31,Y983
R10299,AXM,KCH,SBW,Business,116.68,18.72,135.4,USD,2025-05-01,2025-08-31,J885
R11050,LNI,UPG,BIK,Economy,155.11,20.67,175.78,USD,2025-05-01,2025-08-31,Y277
R10973,LNI,CGK,KNO,Business,392.45,67.44,459.89,USD,2025-05-01,2025-08-31,J195
R11166,LNI,BDJ,YIA,Economy,70.48,14.22,84.7,USD,2025-05-01,2025-08-31,Y180
R11250,EVA,JFK,LAX,Economy,691.29,147.92,839.21,USD,2025-05-01,2025-08-31,Y864
R10730,VOI,TIJ,CJS,Economy,150.96,23.13,174.09,USD,2025-05-01,2025-08-31,Y735
R10952,LNI,PKU,SUB,Economy,139.09,18.46,157.55,USD,2025-05-01,2025-08-31,Y846
R11232,DAL,HND,LAX,Economy,1162.03,229.35,1391.38,USD,2025-05-01,2025-08-31,Y740
R11107,LNI,SUB,AMQ,Business,446.48,78.51,524.99,USD,2025-05-01,2025-08-31,J931
R10808,VOI,SJC,BJX,Economy,316.68,58.7,375.38,USD,2025-05-01,2025-08-31,Y353
R10793,VOI,CUN,MLM,Business,577.48,64.23,641.71,USD,2025-05-01,2025-08-31,J422
R11213,LNI,PEN,KNO,Business,119.9,12.5,132.4,USD,2025-05-01,2025-08-31,J157
R10478,VOI,OAK,GDL,Economy,315.38,50.98,366.36,USD,2025-05-01,2025-08-31,Y754
R10660,VOI,TAP,TIJ,Economy,366.03,54.73,420.76,USD,2025-05-01,2025-08-31,Y300
R11287,LNI,JED,UPG,Economy,799.34,123.42,922.76,USD,2025-09-01,2025-12-31,Y679
R10273,AXM,KUL,LGK,Business,220.7,31.62,252.32,USD,2025-05-01,2025-08-31,J732
R10977,LNI,CGK,YIA,Business,118.65,15.01,133.66,USD,2025-05-01,2025-08-31,J294
R10362,VOI,SJD,TLC,Economy,168.45,22.82,191.27,USD,2025-05-01,2025-08-31,Y402
R10237,AXM,WUH,BKI,Business,776.02,116.26,892.28,USD,2025-05-01,2025-08-31,J610
R11190,LNI,BTH,PKU,Economy,43.46,7.78,51.24,USD,2025-05-01,2025-08-31,Y616
R11030,LNI,UPG,SRG,Economy,108.91,17.5,126.41,USD,2025-05-01,2025-08-31,Y596
R10002,AXM,BKI,PEN,Economy,184.28,26.35,210.63,USD,2025-05-01,2025-08-31,Y325
R10006,AXM,KUL,MYY,Economy,155.01,21.92,176.93,USD,2025-05-01,2025-08-31,Y235
R10370,VOI,TIJ,VER,Economy,301.48,65.41,366.89,USD,2025-05-01,2025-08-31,Y725
R10311,AXM,KUL,MAA,Business,670.21,103.18,773.39,USD,2025-05-01,2025-08-31,J506
R11115,LNI,PGK,PLM,Business,93.62,10.23,103.85,USD,2025-05-01,2025-08-31,J554
R10490,VOI,MEX,TIJ,Economy,294.68,60.83,355.51,USD,2025-05-01,2025-08-31,Y528
R10579,VOI,ZCL,TIJ,Business,571.59,57.68,629.27,USD,2025-05-01,2025-08-31,J769
R10708,VOI,ZCL,OAK,Economy,274.49,42.71,317.2,USD,2025-05-01,2025-08-31,Y484
R11005,LNI,BPN,BTH,Business,351.37,54.34,405.71,USD,2025-05-01,2025-08-31,J306
R10215,AXM,PKU,KUL,Business,157.66,16.67,174.33,USD,2025-05-01,2025-08-31,J269
R10898,VOI,CUL,TIJ,Economy,154.0,26.55,180.55,USD,2025-05-01,2025-08-31,Y369
R11156,LNI,LUV,AMQ,Economy,69.52,11.95,81.47,USD,2025-05-01,2025-08-31,Y804
R10027,AXM,SWA,KUL,Business,856.5,125.34,981.84,USD,2025-05-01,2025-08-31,J655
R11200,LNI,PLM,BTH,Economy,62.74,10.37,73.11,USD,2025-05-01,2025-08-31,Y236
R11252,EVA,LAX,JFK,Economy,594.87,118.63,713.5,USD,2025-05-01,2025-08-31,Y671
R10888,VOI,OAK,SJD,Economy,246.57,50.46,297.03,USD,2025-05-01,2025-08-31,Y159
R10919,LNI,PNK,CGK,Business,229.53,29.55,259.08,USD,2025-05-01,2025-08-31,J657
R10911,VOI,CUN,TGZ,Business,273.08,42.02,315.1,USD,2025-05-01,2025-08-31,J153
R11246,AAL,LAX,NRT,Economy,1146.06,156.71,1302.77,USD,2025-05-01,2025-08-31,Y891
R10744,VOI,MEX,LMM,Economy,171.16,34.16,205.32,USD,2025-05-01,2025-08-31,Y518
R10855,VOI,MEX,GUA,Business,339.95,43.99,383.94,USD,2025-05-01,2025-08-31,J406
R11282,LNI,MKQ,DJJ,Business,222.34,23.79,246.13,USD,2025-09-01,2025-12-31,J492
R10354,VOI,GDL,PBC,Economy,76.89,14.68,91.57,USD,2025-05-01,2025-08-31,Y186
R11137,LNI,PKY,UPG,Business,242.05,24.39,266.44,USD,2025-05-01,2025-08-31,J241
R11280,VOI,TIJ,PVR,Business,643.71,102.42,746.13,USD,2025-09-01,2025-12-31,J801
R10256,AXM,HAN,KUL,Economy,208.68,31.98,240.66,USD,2025-05-01,2025-08-31,Y881
R10291,AXM,BKI,SDK,Business,110.56,14.43,124.99,USD,2025-05-01,2025-08-31,J467
R10025,AXM,KUL,BWN,Business,465.9,67.3,533.2,USD,2025-05-01,2025-08-31,J835
R10336,AXM,SZX,KUL,Economy,273.31,39.45,312.76,USD,2025-05-01,2025-08-31,Y228
R10527,VOI,LAP,GDL,Business,271.84,27.6,299.44,USD,2025-05-01,2025-08-31,J421
R10047,AXM,DRW,KUL,Business,1037.59,181.1,1218.69,USD,2025-05-01,2025-08-31,J206
R10318,AXM,KUL,BTU,Economy,153.93,27.11,181.04,USD,2025-05-01,2025-08-31,Y724
R10106,AXM,KUL,CNX,Economy,168.93,31.35,200.28,USD,2025-05-01,2025-08-31,Y105
R10935,LNI,KOE,UPG,Business,233.03,38.41,271.44,USD,2025-05-01,2025-08-31,J604
R10055,AXM,PEN,KNO,Business,118.1,21.07,139.17,USD,2025-05-01,2025-08-31,J265
R10767,VOI,GDL,TAP,Business,460.64,71.74,532.38,USD,2025-05-01,2025-08-31,J426
R10213,AXM,IPH,SIN,Business,233.93,27.1,261.03,USD,2025-05-01,2025-08-31,J217
R10120,AXM,BKI,TWU,Economy,49.87,7.34,57.21,USD,2025-05-01,2025-08-31,Y427
R10895,VOI,FAT,GDL,Business,722.95,93.8,816.75,USD,2025-05-01,2025-08-31,J867
R11158,LNI,DPS,CGK,Economy,98.94,16.64,115.58,USD,2025-05-01,2025-08-31,Y779
R10072,AXM,KNO,KUL,Economy,51.26,10.86,62.12,USD,2025-05-01,2025-08-31,Y458
R10591,VOI,MDW,ZCL,Business,807.08,126.15,933.23,USD,2025-05-01,2025-08-31,J179
R10045,AXM,PEN,BKI,Business,498.61,74.26,572.87,USD,2025-05-01,2025-08-31,J926
R10917,LNI,PGK,CGK,Business,136.38,20.52,156.9,USD,2025-05-01,2025-08-31,J921
R10654,VOI,MLM,DFW,Economy,172.31,35.89,208.2,USD,2025-05-01,2025-08-31,Y577
R10649,VOI,GDL,TIJ,Business,512.42,92.22,604.64,USD,2025-05-01,2025-08-31,J590
R10811,VOI,GDL,IAH,Business,422.23,75.8,498.03,USD,2025-05-01,2025-08-31,J894
R10465,VOI,AGU,MDW,Business,929.0,125.05,1054.05,USD,2025-05-01,2025-08-31,J989
R10617,VOI,SLP,SAT,Business,364.86,57.65,422.51,USD,2025-05-01,2025-08-31,J215
R11110,LNI,BPN,CGK,Economy,114.93,15.73,130.66,USD,2025-05-01,2025-08-31,Y475
R10588,VOI,OAX,TIJ,Economy,317.2,63.5,380.7,USD,2025-05-01,2025-08-31,Y945
R10060,AXM,ATQ,KUL,Economy,349.36,52.69,402.05,USD,2025-05-01,2025-08-31,Y915
R10092,AXM,KHH,BKI,Economy,220.56,41.41,261.97,USD,2025-05-01,2025-08-31,Y278
R10741,VOI,BJX,SMF,Business,808.04,116.36,924.4,USD,2025-05-01,2025-08-31,J844
