flight_id,aircraftAge,aircraftType,airlineCode,airlineName,airlinePhone,arrivalAirportHelpline,arrivalDeviation,boardingStatus,delay,departureAirportHelpline,departureDeviation,destAirport,distance,duration,durationStr,flightNumber,flightUniqueId,isArrivalDelayed,isDepartureDelayed,nextDayCount,onTimeAccuracy,originAirport,providerStatus,status,statusMap,technicalStop,terminalInfo,timings
306_2025-06-04_CGK_KNO,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 61 88880300,"{""deviatedTime"":{""S"":""01:08""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""2h 53m Delay""},""deviationTime"":{""N"":""1749060480000""},""deviatedDate"":{""S"":""Mon, 5 Jan""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,'+62 21 5505179,"{""deviatedTime"":{""S"":""23:17""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""3h 17m Delay""},""deviationTime"":{""N"":""1749053820000""},""deviatedDate"":{""S"":""Sun, 4 Jan""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""KNO""},""cityName"":{""S"":""Kuala Namu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""3.635369""},""name"":{""S"":""Kuala Namu International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""98.879016""}}",1392,7440000,2h 4m,306,JT306CGKKNO04062025,,,0,20.00%,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1B""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Sun, 4 Jan""},""scheduledArrTime"":{""N"":""1749050100000""},""actualArrTime"":{""N"":""1749060480000""},""scheduledDepartureDate"":{""S"":""Sun, 4 Jan""},""actualDepTime"":{""N"":""1749053820000""},""scheduledDepTime"":{""N"":""1749042000000""},""estimatedDepTime"":{""N"":""1749051900000""},""scheduledDepartureTime"":{""S"":""20:00""},""scheduledArrivalTime"":{""S"":""22:15""},""estimatedArrTime"":{""N"":""1749060810000""}}"
645_2025-06-02,,,JT,Lion Airlines,'+62 8041778899,,,,0,,,"{""code"":{""S"":""SUB""},""cityName"":{""S"":""Surabaya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.21738""},""name"":{""S"":""Juanda""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""112.72016""}}",,2880000,,645,JT645LOPSUB02062025,false,false,,,"{""code"":{""S"":""LOP""},""cityName"":{""S"":""Praya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-8.761611""},""name"":{""S"":""Lombok International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""116.273838""}}",arrival,S,,,"{""departureTerminal"":{""S"":""T1""},""departureGate"":{""S"":""2""},""baggage"":{""S"":""3""},""arrivalGate"":{""NULL"":true},""arrivalTerminal"":{""S"":""T1""}}","{""initialScheduledDepTime"":{""NULL"":true},""scheduledArrTime"":{""N"":""1748834400000""},""actualArrTime"":{""N"":""1748834520000""},""actualDepTime"":{""N"":""1748830740000""},""scheduledDepTime"":{""N"":""1748829900000""},""estimatedDepTime"":{""NULL"":true},""estimatedArrTime"":{""N"":""1748833680000""}}"
1897_2025-06-05_TTE_UPG,,B738,JT,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviatedTime"":{""S"":""11:58""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""6m Early""},""deviationTime"":{""N"":""1749095933000""},""deviatedDate"":{""S"":""Tue, 05 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arriving""}}",,,,"{""deviatedTime"":{""S"":""11:23""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""8m Delay""},""deviationTime"":{""N"":""1749090180000""},""deviatedDate"":{""S"":""Tue, 05 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1087,6600000,1h 50m,1897,JT1897TTEUPG05062025,,,0,80.00%,"{""code"":{""S"":""TTE""},""cityName"":{""S"":""Ternate""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.78""},""name"":{""S"":""Babullah""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""127.37""}}",departure,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Tue, 05 Jun""},""scheduledArrTime"":{""N"":""1749096300000""},""scheduledDepartureDate"":{""S"":""Tue, 05 Jun""},""actualDepTime"":{""N"":""1749090180000""},""scheduledDepTime"":{""N"":""1749089700000""},""estimatedDepTime"":{""N"":""1749089700000""},""scheduledDepartureTime"":{""S"":""11:15""},""scheduledArrivalTime"":{""S"":""12:05""},""estimatedArrTime"":{""N"":""1749095933000""}}"
1707_2025-06-04_KDI_UPG,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}",,,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",335,3300000,55m,1707,JT1707KDIUPG04062025,,,0,100.00%,"{""code"":{""S"":""KDI""},""cityName"":{""S"":""Kendari""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-4.0665998""},""name"":{""S"":""Wolter Monginsidi""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""122.4166""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledDepartureTime"":{""S"":""07:00""},""scheduledArrivalDate"":{""S"":""Tue, 3 Jun""},""scheduledArrTime"":{""N"":""1749081300000""},""scheduledDepartureDate"":{""S"":""Tue, 3 Jun""},""scheduledArrivalTime"":{""S"":""07:55""},""scheduledDepTime"":{""N"":""1749078000000""}}"
279_2025-06-02_PKU_YIA,,,JT,Lion Airlines,,,"{""deviatedTime"":{""S"":""08:04""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""6m Early""},""deviationTime"":{""N"":""1748912640000""},""deviatedDate"":{""S"":""Wed, 2 Jul""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""06:13""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""13m Delay""},""deviationTime"":{""N"":""1748905980000""},""deviatedDate"":{""S"":""Wed, 2 Jul""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""YIA""},""cityName"":{""S"":""Yogyakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.907459""},""name"":{""S"":""Yogyakarta International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""110.05448""}}",,7800000,2h 10m,279,JT279PKUYIA02062025,,,0,,"{""code"":{""S"":""PKU""},""cityName"":{""S"":""Pekanbaru""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.46416""},""name"":{""S"":""Simpang Tiga""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""101.43827""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Wed, 2 Jul""},""scheduledArrTime"":{""N"":""1748913000000""},""actualArrTime"":{""N"":""1748912640000""},""scheduledDepartureDate"":{""S"":""Wed, 2 Jul""},""actualDepTime"":{""N"":""1748905980000""},""scheduledDepTime"":{""N"":""1748905200000""},""estimatedDepTime"":{""N"":""1748905200000""},""scheduledDepartureTime"":{""S"":""06:00""},""scheduledArrivalTime"":{""S"":""08:10""},""estimatedArrTime"":{""N"":""1748912820000""}}"
981_2025-06-06_TTE_UPG,,B738,jt,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviatedTime"":{""S"":""06:38""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""12m Early""},""deviationTime"":{""N"":""1749249480000""},""deviatedDate"":{""S"":""Thu, 07 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""06:12""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""12m Delay""},""deviationTime"":{""N"":""1749244320000""},""deviatedDate"":{""S"":""Thu, 07 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1087,6600000,1h 50m,981,JT981TTEUPG06062025,,,0,93.33%,"{""code"":{""S"":""TTE""},""cityName"":{""S"":""Ternate""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.78""},""name"":{""S"":""Babullah""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""127.37""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Thu, 07 Jun""},""scheduledArrTime"":{""N"":""1749250200000""},""actualArrTime"":{""N"":""1749249480000""},""scheduledDepartureDate"":{""S"":""Thu, 07 Jun""},""actualDepTime"":{""N"":""1749244320000""},""scheduledDepTime"":{""N"":""1749243600000""},""estimatedDepTime"":{""N"":""1749243600000""},""scheduledDepartureTime"":{""S"":""06:00""},""scheduledArrivalTime"":{""S"":""06:50""},""estimatedArrTime"":{""N"":""1749249960000""}}"
353_2025-06-01_PDG_CGK,,B739,JT,Lion Airlines,'+62 8041778899,'+62 21 5505179,"{""deviatedTime"":{""S"":""10:12""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""2h 17m Delay""},""deviationTime"":{""N"":""1748833920000""},""deviatedDate"":{""S"":""Mon, 9 Mar""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Scheduled""}}",,,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",909,6600000,1h 50m,353,JT353PDGCGK01062025,,,0,93.33%,"{""code"":{""S"":""PDG""},""cityName"":{""S"":""Padang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-0.87488002""},""name"":{""S"":""Tabing""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""100.35""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1B""}}","{""scheduledArrivalDate"":{""S"":""Mon, 9 Mar""},""scheduledArrTime"":{""N"":""1748825700000""},""scheduledDepartureDate"":{""S"":""Mon, 9 Mar""},""scheduledDepTime"":{""N"":""1748819100000""},""estimatedDepTime"":{""N"":""1748819100000""},""scheduledDepartureTime"":{""S"":""06:05""},""scheduledArrivalTime"":{""S"":""07:55""},""estimatedArrTime"":{""N"":""1748833920000""}}"
2891_2025-06-01_MDC_UPG,,,JT,Lion Airlines,'+62 8041778899,,"{""deviatedTime"":{""S"":""07:25""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""15m Early""},""deviationTime"":{""N"":""1748820300000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""status"":{""S"":""Scheduled""}}",,0,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",,5100000,,2891,JT2891MDCUPG01062025,false,false,,,"{""code"":{""S"":""MDC""},""cityName"":{""S"":""Manado""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""1.54355""},""name"":{""S"":""Samratulangi""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""124.92294""}}",schedule,S,,,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""34-41""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Sat, 02 Jun""},""scheduledArrTime"":{""N"":""1748821200000""},""scheduledDepartureDate"":{""S"":""Sat, 02 Jun""},""scheduledDepTime"":{""N"":""1748815200000""},""scheduledDepartureTime"":{""S"":""06:00""},""scheduledArrivalTime"":{""S"":""07:40""},""estimatedArrTime"":{""N"":""1748820300000""}}"
237_2025-06-01,,,JT,Lion Airlines,'+62 8041778899,,,,0,,,"{""code"":{""S"":""PKU""},""cityName"":{""S"":""Pekanbaru""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.46416""},""name"":{""S"":""Simpang Tiga""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""101.43827""}}",,2520000,,237,JT237BTHPKU01062025,false,false,,,"{""code"":{""S"":""BTH""},""cityName"":{""S"":""Batam Centre""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""1.1247311554469""},""name"":{""S"":""Hang Nadim""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""104.111685682373""}}",arrival,S,,,"{""departureTerminal"":{""S"":""MAIN""},""departureGate"":{""S"":""""},""baggage"":{""S"":""2""},""arrivalGate"":{""NULL"":true},""arrivalTerminal"":{""S"":""T1""}}","{""initialScheduledDepTime"":{""NULL"":true},""scheduledArrTime"":{""N"":""1748754300000""},""actualArrTime"":{""N"":""1748754300000""},""actualDepTime"":{""N"":""1748752020000""},""scheduledDepTime"":{""N"":""1748750700000""},""estimatedDepTime"":{""NULL"":true},""estimatedArrTime"":{""N"":""1748754510000""}}"
133_2025-06-02_PEN_KNO,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 61 88880300,"{""deviatedTime"":{""S"":""16:13""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""22m Early""},""deviationTime"":{""N"":""1748855580000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""status"":{""S"":""Arrived""}}",,,'+60 3 87777000,"{""deviatedTime"":{""S"":""16:44""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""4m Delay""},""deviationTime"":{""N"":""1748853840000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""KNO""},""cityName"":{""S"":""Kuala Namu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""3.635369""},""name"":{""S"":""Kuala Namu International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""98.879016""}}",261,3300000,55m,133,JT133PENKNO02062025,,,0,76.67%,"{""code"":{""S"":""PEN""},""cityName"":{""S"":""George Town""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""MY""},""latitude"":{""N"":""5.2893801""},""name"":{""S"":""Penang International""},""timeZone"":{""S"":""Asia/Kuala_Lumpur""},""countryName"":{""S"":""Malaysia""},""longitude"":{""N"":""100.27183""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""}}",,"{""departureTerminal"":{""S"":""I""},""checkinCounter"":{""S"":""53-57""},""departureGate"":{""S"":""A4""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Sat, 02 Jun""},""scheduledArrTime"":{""N"":""1748856900000""},""actualArrTime"":{""N"":""1748855580000""},""scheduledDepartureDate"":{""S"":""Sat, 02 Jun""},""actualDepTime"":{""N"":""1748853840000""},""scheduledDepTime"":{""N"":""1748853600000""},""estimatedDepTime"":{""N"":""1748853600000""},""scheduledDepartureTime"":{""S"":""16:40""},""scheduledArrivalTime"":{""S"":""16:35""},""estimatedArrTime"":{""N"":""1748856060000""}}"
122_2025-06-01_CGK_TKG,,B739,JT,Lion Airlines,'+62 21 63798000,,"{""deviatedTime"":{""S"":""19:36""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""2h 16m Delay""},""deviationTime"":{""N"":""1748781360000""},""deviatedDate"":{""S"":""Fri, 01 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,'+62 21 5505179,"{""deviatedTime"":{""S"":""19:10""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""2h 40m Delay""},""deviationTime"":{""N"":""1748779800000""},""deviatedDate"":{""S"":""Fri, 01 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""TKG""},""cityName"":{""S"":""Tanjungkarang Telukbetung""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.24""},""name"":{""S"":""Branti""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""105.18""}}",191,3000000,50m,122,JT122CGKTKG01062025,,,0,40.00%,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",arrival,,"{""colorCode"":{""S"":""#DC3532""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""CRITICAL""}}",,"{""departureTerminal"":{""S"":""T1A""},""checkinCounter"":{""S"":""A11-A23""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""MAIN""}}","{""scheduledArrivalDate"":{""S"":""Fri, 01 Jun""},""scheduledArrTime"":{""N"":""1748773200000""},""actualArrTime"":{""N"":""1748781360000""},""scheduledDepartureDate"":{""S"":""Fri, 01 Jun""},""actualDepTime"":{""N"":""1748779800000""},""scheduledDepTime"":{""N"":""1748770200000""},""estimatedDepTime"":{""N"":""1748772900000""},""scheduledDepartureTime"":{""S"":""16:30""},""scheduledArrivalTime"":{""S"":""17:20""},""estimatedArrTime"":{""N"":""1748781600000""}}"
385_2025-06-03_KNO_CGK,,B739,JT,Lion Airlines,'+62 8041778899,'+62 21 5505179,"{""deviatedTime"":{""S"":""17:29""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""2h 4m Delay""},""deviationTime"":{""N"":""1748946540000""},""deviatedDate"":{""S"":""Sat, 03 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,'+62 61 88880300,"{""deviatedTime"":{""S"":""15:29""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""2h 29m Delay""},""deviationTime"":{""N"":""1748939340000""},""deviatedDate"":{""S"":""Sat, 03 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",1392,8700000,2h 25m,385,JT385KNOCGK03062025,,,0,40.00%,"{""code"":{""S"":""KNO""},""cityName"":{""S"":""Kuala Namu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""3.635369""},""name"":{""S"":""Kuala Namu International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""98.879016""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""D""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1B""}}","{""scheduledArrivalDate"":{""S"":""Sat, 03 Jun""},""scheduledArrTime"":{""N"":""1748939100000""},""actualArrTime"":{""N"":""1748946540000""},""scheduledDepartureDate"":{""S"":""Sat, 03 Jun""},""outGateTime"":{""N"":""1748938140000""},""actualDepTime"":{""N"":""1748939340000""},""scheduledDepTime"":{""N"":""1748930400000""},""estimatedDepTime"":{""N"":""1748937600000""},""scheduledDepartureTime"":{""S"":""13:00""},""scheduledArrivalTime"":{""S"":""15:25""},""inGateTime"":{""N"":""1748946720000""},""estimatedArrTime"":{""N"":""1748946510000""}}"
